"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"P32971","Q9UNG2","TNFSF8","TNFSF18","pred"
"P33241","Q92619","LSP1","ARHGAP45","pred"
"P33316","P36969","DUT","GPX4","exp"
"P33552","Q8IV20","CKS2","LACC1","exp"
"P33681","P40189","CD80","IL6ST","pred"
"P33681","P48023","CD80","FASLG","pred"
"P33681","Q8NI17","CD80","IL31RA","pred"
"P33681","Q9HC29","CD80","NOD2","pred"
"P33764","Q8NI17","S100A3","IL31RA","exp"
"P34910","Q92619","EVI2B","ARHGAP45","pred"
"P34931","Q9HC29","HSPA1L","NOD2","pred"
"P34932","P35228","HSPA4","NOS2","exp"
"P34932","Q676U5","HSPA4","ATG16L1","exp"
"P34932","Q9HC29","HSPA4","NOD2","pred"
"P34949","Q9Y2R2","MPI","PTPN22","pred"
"P34972","P48023","CNR2","FASLG","pred"
"P34972","Q8NI17","CNR2","IL31RA","pred"
"P34998","P55089","CRHR1","UCN","exp;pred"
"P35221","P36969","CTNNA1","GPX4","pred"
"P35222","P35228","CTNNB1","NOS2","pred"
"P35222","P48023","CTNNB1","FASLG","exp"
"P35225","P40189","IL13","IL6ST","pred"
"P35225","Q8NI17","IL13","IL31RA","pred"
"P35225","Q9HC29","IL13","NOD2","pred"
"P35226","Q17RY0","BMI1","CPEB4","exp"
"P35228","Q13555","NOS2","CAMK2G","pred"
"P35228","Q9Y3F4","NOS2","STRAP","exp"
"P35228","Q05513","NOS2","PRKCZ","pred"
"P35228","Q99832","NOS2","CCT7","exp"
"P35228","Q9UNM6","NOS2","PSMD13","exp"
"P35228","P61626","NOS2","LYZ","exp"
"P35228","P52566","NOS2","ARHGDIB","pred"
"P35228","Q07021","NOS2","C1QBP","exp"
"P35228","P63208","NOS2","SKP1","exp"
"P35228","P55209","NOS2","NAP1L1","exp"
"P35228","P62195","NOS2","PSMC5","exp"
"P35228","Q04206","NOS2","RELA","ortho;pred"
"P35228","Q92793","NOS2","CREBBP","pred"
"P35228","Q13422","NOS2","IKZF1","pred"
"P35228","P78540","NOS2","ARG2","pred"
"P35228","Q03431","NOS2","PTH1R","pred"
"P35228","P48643","NOS2","CCT5","exp"
"P35228","Q99612","NOS2","KLF6","pred"
"P35228","P55072","NOS2","VCP","exp;ortho;pred"
"P35228","P50991","NOS2","CCT4","exp"
"P35228","Q9BYW2","NOS2","SETD2","pred"
"P35228","Q9NPB6","NOS2","PARD6A","pred"
"P35228","Q92731","NOS2","ESR2","pred"
"P35228","Q8WUF5","NOS2","PPP1R13L","pred"
"P35228","P61981","NOS2","YWHAG","exp"
"P35228","Q15717","NOS2","ELAVL1","pred"
"P35228","Q92945","NOS2","KHSRP","pred"
"P35228","P59666","NOS2","DEFA3","pred"
"P35228","P49915","NOS2","GMPS","pred"
"P35228","P62269","NOS2","RPS18","exp"
"P35228","Q13547","NOS2","HDAC1","pred"
"P35228","P50542","NOS2","PEX5","exp"
"P35228","Q93034","NOS2","CUL5","exp"
"P35228","P63104","NOS2","YWHAZ","exp"
"P35228","Q99436","NOS2","PSMB7","exp"
"P35228","Q9Y6N5","NOS2","SQOR","exp"
"P35228","P43354","NOS2","NR4A2","ortho;pred"
"P35228","Q15293","NOS2","RCN1","exp"
"P35228","P52597","NOS2","HNRNPF","exp"
"P35228","P47712","NOS2","PLA2G4A","exp"
"P35228","Q96PH1","NOS2","NOX5","pred"
"P35228","P46777","NOS2","RPL5","exp"
"P35228","Q15369","NOS2","ELOC","exp"
"P35228","Q96A44","NOS2","SPSB4","exp"
"P35228","P46937","NOS2","YAP1","pred"
"P35228","Q04864","NOS2","REL","pred"
"P35228","P68400","NOS2","CSNK2A1","pred"
"P35228","Q92608","NOS2","DOCK2","pred"
"P35228","Q08380","NOS2","LGALS3BP","exp"
"P35228","Q16637","NOS2","SMN1;SMN2","exp"
"P35228","P38398","NOS2","BRCA1","pred"
"P35228","Q15466","NOS2","NR0B2","pred"
"P35228","Q12797","NOS2","ASPH","exp"
"P35228","P41145","NOS2","OPRK1","pred"
"P35228","Q9Y5K5","NOS2","UCHL5","exp"
"P35228","Q92750","NOS2","TAF4B","pred"
"P35228","Q13950","NOS2","RUNX2","pred"
"P35228","Q00403","NOS2","GTF2B","pred"
"P35228","Q15751","NOS2","HERC1","exp"
"P35228","P53539","NOS2","FOSB","pred"
"P35228","P62829","NOS2","RPL23","exp"
"P35228","P49327","NOS2","FASN","exp"
"P35228","Q9P035","NOS2","HACD3","exp"
"P35228","P54105","NOS2","CLNS1A","exp"
"P35228","Q9NWQ8","NOS2","PAG1","pred"
"P35228","Q14257","NOS2","RCN2","exp"
"P35228","Q86UR1","NOS2","NOXA1","pred"
"P35228","Q6V0L0","NOS2","CYP26C1","pred"
"P35228","Q02108","NOS2","GUCY1A1","pred"
"P35228","Q15008","NOS2","PSMD6","exp"
"P35228","Q3ZCQ8","NOS2","TIMM50","exp"
"P35228","Q96EY1","NOS2","DNAJA3","exp"
"P35228","Q8N9N2","NOS2","ASCC1","pred"
"P35228","Q01201","NOS2","RELB","pred"
"P35228","Q16186","NOS2","ADRM1","exp"
"P35228","P62318","NOS2","SNRPD3","exp"
"P35228","P63000","NOS2","RAC1","exp;ortho;pred"
"P35228","Q9NZQ3","NOS2","NCKIPSD","pred"
"P35228","Q9NQ92","NOS2","COPRS","exp"
"P35228","Q15149","NOS2","PLEC","exp"
"P35228","Q15365","NOS2","PCBP1","exp"
"P35228","P52565","NOS2","ARHGDIA","pred"
"P35228","Q14533","NOS2","KRT81","exp"
"P35228","P80511","NOS2","S100A12","pred"
"P35228","Q9NR63","NOS2","CYP26B1","pred"
"P35228","Q99615","NOS2","DNAJC7","exp"
"P35228","Q99767","NOS2","APBA2","pred"
"P35228","Q15654","NOS2","TRIP6","pred"
"P35228","Q96EB6","NOS2","SIRT1","pred"
"P35228","Q02156","NOS2","PRKCE","ortho;pred"
"P35228","Q9UNE7","NOS2","STUB1","exp"
"P35228","P35998","NOS2","PSMC2","exp"
"P35228","Q7L1T6","NOS2","CYB5R4","pred"
"P35228","P51571","NOS2","SSR4","exp"
"P35228","P62191","NOS2","PSMC1","exp"
"P35228","Q00325","NOS2","SLC25A3","exp"
"P35228","Q9UPY8","NOS2","MAPRE3","pred"
"P35228","Q92985","NOS2","IRF7","pred"
"P35228","P67809","NOS2","YBX1","exp"
"P35228","Q00653","NOS2","NFKB2","pred"
"P35228","Q9UKK3","NOS2","PARP4","exp"
"P35228","Q9NXS2","NOS2","QPCTL","exp"
"P35228","Q9H8T0","NOS2","AKTIP","pred"
"P35228","P78527","NOS2","PRKDC","exp"
"P35228","Q01196","NOS2","RUNX1","pred"
"P35228","Q14164","NOS2","IKBKE","pred"
"P35228","P60709","NOS2","ACTB","exp"
"P35228","Q9UPY3","NOS2","DICER1","exp"
"P35228","Q96BD6","NOS2","SPSB1","exp"
"P35228","P50402","NOS2","EMD","exp"
"P35228","Q15370","NOS2","ELOB","exp"
"P35228","P46531","NOS2","NOTCH1","pred"
"P35228","Q2TB90","NOS2","HKDC1","exp"
"P35228","P50990","NOS2","CCT8","exp"
"P35228","Q04837","NOS2","SSBP1","exp"
"P35228","Q8N3C0","NOS2","ASCC3","pred"
"P35228","Q02556","NOS2","IRF8","pred"
"P35228","Q7L576","NOS2","CYFIP1","pred"
"P35228","P67775","NOS2","PPP2CA","ortho;pred"
"P35228","Q9NR80","NOS2","ARHGEF4","pred"
"P35228","P61247","NOS2","RPS3A","exp"
"P35228","Q15366","NOS2","PCBP2","exp"
"P35228","Q13469","NOS2","NFATC2","pred"
"P35228","Q92598","NOS2","HSPH1","exp"
"P35228","P48556","NOS2","PSMD8","exp"
"P35228","Q9Y5S8","NOS2","NOX1","pred"
"P35228","Q9BRK5","NOS2","SDF4","pred"
"P35228","P62158","NOS2","-","pred"
"P35228","Q9NR30","NOS2","DDX21","pred"
"P35228","P55036","NOS2","PSMD4","exp"
"P35228","Q96J02","NOS2","ITCH","pred"
"P35228","Q9NPH5","NOS2","NOX4","pred"
"P35228","P62701","NOS2","RPS4X","exp"
"P35228","Q9UKL0","NOS2","RCOR1","ortho;pred"
"P35228","Q13177","NOS2","PAK2","pred"
"P35228","Q7Z6J0","NOS2","SH3RF1","pred"
"P35228","Q9H1I8","NOS2","ASCC2","pred"
"P35228","Q8N5S9","NOS2","CAMKK1","ortho;pred"
"P35228","Q15788","NOS2","NCOA1","pred"
"P35228","Q5T2W1","NOS2","PDZK1","pred"
"P35228","Q99619","NOS2","SPSB2","exp"
"P35228","P60568","NOS2","IL2","pred"
"P35228","Q13200","NOS2","PSMD2","exp"
"P35228","Q02153","NOS2","GUCY1B1","pred"
"P35228","Q15185","NOS2","PTGES3","exp"
"P35228","P62333","NOS2","PSMC6","exp"
"P35228","Q9BUF5","NOS2","TUBB6","exp"
"P35228","P40763","NOS2","STAT3","pred"
"P35228","Q2Y0W8","NOS2","SLC4A8","pred"
"P35228","P60900","NOS2","PSMA6","exp"
"P35228","Q14185","NOS2","DOCK1","pred"
"P35228","P49368","NOS2","CCT3","exp"
"P35228","P51665","NOS2","PSMD7","exp"
"P35228","P40227","NOS2","CCT6A","exp"
"P35228","Q8WYK2","NOS2","JDP2","pred"
"P35228","Q03135","NOS2","CAV1","exp"
"P35228","P38646","NOS2","HSPA9","exp"
"P35228","P35228","NOS2","NOS2","exp;ortho;pred"
"P35228","P48048","NOS2","KCNJ1","pred"
"P35228","Q5VV67","NOS2","PPRC1","pred"
"P35228","Q09472","NOS2","EP300","pred"
"P35228","P78371","NOS2","CCT2","exp"
"P35228","P84022","NOS2","SMAD3","pred"
"P35228","Q9Y618","NOS2","NCOR2","pred"
"P35228","Q7Z6Z7","NOS2","HUWE1","exp"
"P35228","P35354","NOS2","PTGS2","ortho"
"P35228","P62899","NOS2","RPL31","exp"
"P35228","P43353","NOS2","ALDH3B1","exp"
"P35228","Q03169","NOS2","TNFAIP2","exp"
"P35228","Q13576","NOS2","IQGAP2","pred"
"P35228","P52630","NOS2","STAT2","pred"
"P35228","Q01650","NOS2","SLC7A5","exp"
"P35228","P47900","NOS2","P2RY1","pred"
"P35228","P43686","NOS2","PSMC4","exp"
"P35228","Q15759","NOS2","MAPK11","pred"
"P35228","P54652","NOS2","HSPA2","exp"
"P35228","Q08257","NOS2","CRYZ","pred"
"P35228","P62987","NOS2","UBA52","exp"
"P35228","P42224","NOS2","STAT1","pred"
"P35228","P62258","NOS2","YWHAE","exp"
"P35228","Q14974","NOS2","KPNB1","exp"
"P35228","P59665","NOS2","DEFA1;DEFA1B","pred"
"P35228","Q9Y230","NOS2","RUVBL2","exp"
"P35228","Q14517","NOS2","FAT1","exp"
"P35236","Q9Y2R2","PTPN7","PTPN22","pred"
"P35240","P48023","NF2","FASLG","pred"
"P35240","Q7Z699","NF2","SPRED1","pred"
"P35240","Q8NI17","NF2","IL31RA","pred"
"P35243","Q9UNG2","RCVRN","TNFSF18","pred"
"P35443","P40189","THBS4","IL6ST","pred"
"P35462","P48023","DRD3","FASLG","pred"
"P35568","Q7Z699","IRS1","SPRED1","pred"
"P35609","P55089","ACTN2","UCN","pred"
"P35609","Q676U5","ACTN2","ATG16L1","pred"
"P35900","Q9HC29","KRT20","NOD2","pred"
"P35968","P40189","KDR","IL6ST","pred"
"P35968","Q9HC29","KDR","NOD2","pred"
"P35968","Q9Y2R2","KDR","PTPN22","pred"
"P36406","Q02930","TRIM23","CREB5","exp"
"P36873","P36969","PPP1CC","GPX4","pred"
"P36888","Q8NI17","FLT3","IL31RA","pred"
"P36897","Q676U5","TGFBR1","ATG16L1","exp"
"P36941","P48023","LTBR","FASLG","pred"
"P36952","Q8IV20","SERPINB5","LACC1","exp"
"P36952","Q8NI17","SERPINB5","IL31RA","exp"
"P36969","Q13200","GPX4","PSMD2","pred"
"P36969","Q8N0Y7","GPX4","PGAM4","exp"
"P36969","Q86YB8","GPX4","ERO1B","exp"
"P36969","P48163","GPX4","ME1","exp"
"P36969","Q7L523","GPX4","RRAGA","pred"
"P36969","P62191","GPX4","PSMC1","pred"
"P36969","P43308","GPX4","SSR2","pred"
"P36969","Q9P0U1","GPX4","TOMM7","pred"
"P36969","P51572","GPX4","BCAP31","pred"
"P36969","Q9H4Y5","GPX4","GSTO2","exp;pred"
"P36969","Q16864","GPX4","ATP6V1F","pred"
"P36969","P62917","GPX4","RPL8","pred"
"P36969","Q01518","GPX4","CAP1","pred"
"P36969","P62701","GPX4","RPS4X","pred"
"P36969","P62158","GPX4","-","pred"
"P36969","Q8TED1","GPX4","GPX8","pred"
"P36969","Q86VP1","GPX4","TAX1BP1","pred"
"P36969","Q08050","GPX4","FOXM1","pred"
"P36969","Q13418","GPX4","ILK","pred"
"P36969","Q9H4A4","GPX4","RNPEP","pred"
"P36969","P61247","GPX4","RPS3A","pred"
"P36969","Q13526","GPX4","PIN1","exp"
"P36969","Q96G74","GPX4","OTUD5","exp"
"P36969","Q14258","GPX4","TRIM25","exp"
"P36969","P78352","GPX4","DLG4","ortho;pred"
"P36969","Q96SL4","GPX4","GPX7","pred"
"P36969","P61604","GPX4","HSPE1","exp"
"P36969","P45880","GPX4","VDAC2","exp"
"P36969","P60520","GPX4","GABARAPL2","pred"
"P36969","Q13347","GPX4","EIF3I","pred"
"P36969","Q9NS18","GPX4","GLRX2","exp;pred"
"P36969","P62316","GPX4","SNRPD2","pred"
"P36969","Q06830","GPX4","PRDX1","pred"
"P36969","P59796","GPX4","GPX6","pred"
"P36969","Q16772","GPX4","GSTA3","pred"
"P36969","P49588","GPX4","AARS","pred"
"P36969","P47914","GPX4","RPL29","pred"
"P36969","P53680","GPX4","AP2S1","pred"
"P36969","P49773","GPX4","HINT1","exp"
"P36969","Q96CW1","GPX4","AP2M1","pred"
"P36969","P63208","GPX4","SKP1","pred"
"P36969","Q8IWL3","GPX4","HSCB","exp"
"P36969","Q5SW79","GPX4","CEP170","exp"
"P36969","Q9UL46","GPX4","PSME2","pred"
"P36969","Q99471","GPX4","PFDN5","pred"
"P36969","Q96FW1","GPX4","OTUB1","exp"
"P36969","Q99757","GPX4","TXN2","pred"
"P36969","P61970","GPX4","NUTF2","exp"
"P36969","P46439","GPX4","GSTM5","pred"
"P36969","Q92688","GPX4","ANP32B","pred"
"P36969","P62942","GPX4","FKBP1A","exp"
"P36969","P63218","GPX4","GNG5","pred"
"P36969","Q99714","GPX4","HSD17B10","exp"
"P36969","P60900","GPX4","PSMA6","pred"
"P36969","Q9BXW9","GPX4","FANCD2","ortho"
"P36969","Q01995","GPX4","TAGLN","exp"
"P36969","P51571","GPX4","SSR4","pred"
"P36969","P61313","GPX4","RPL15","pred"
"P36969","P37802","GPX4","TAGLN2","exp"
"P36969","P78417","GPX4","GSTO1","pred"
"P36969","Q99735","GPX4","MGST2","pred"
"P36969","P38117","GPX4","ETFB","exp"
"P37023","P38484","ACVRL1","IFNGR2","pred"
"P37231","Q86VZ6","PPARG","JAZF1","exp"
"P37231","Q9HC29","PPARG","NOD2","pred"
"P37840","P48023","SNCA","FASLG","pred"
"P38398","Q02930","BRCA1","CREB5","exp"
"P38484","Q9Y279","IFNGR2","VSIG4","pred"
"P38484","Q9HCH5","IFNGR2","SYTL2","pred"
"P38484","Q15465","IFNGR2","SHH","pred"
"P38484","Q92783","IFNGR2","STAM","pred"
"P38484","P42229","IFNGR2","STAT5A","pred"
"P38484","Q14258","IFNGR2","TRIM25","exp"
"P38484","Q96EY1","IFNGR2","DNAJA3","exp;pred"
"P38484","Q8IUI8","IFNGR2","CRLF3","pred"
"P38484","Q29983","IFNGR2","MICA","pred"
"P38484","Q8NET5","IFNGR2","NFAM1","pred"
"P38484","P52630","IFNGR2","STAT2","pred"
"P38484","Q14653","IFNGR2","IRF3","pred"
"P38484","Q7Z2W4","IFNGR2","ZC3HAV1","pred"
"P38484","Q92985","IFNGR2","IRF7","pred"
"P38484","Q6UWB1","IFNGR2","IL27RA","pred"
"P38484","Q9UM47","IFNGR2","NOTCH3","pred"
"P38484","P61513","IFNGR2","RPL37A","exp"
"P38484","P42224","IFNGR2","STAT1","pred"
"P38484","Q9NRF2","IFNGR2","SH2B1","pred"
"P38484","Q9UHF4","IFNGR2","IL20RA","pred"
"P38484","Q13557","IFNGR2","CAMK2D","exp"
"P38484","Q13651","IFNGR2","IL10RA","pred"
"P38484","Q9NZM1","IFNGR2","MYOF","pred"
"P38484","Q5ZPR3","IFNGR2","CD276","pred"
"P38484","Q8ND94","IFNGR2","LRRN4CL","pred"
"P38484","Q9HCN6","IFNGR2","GP6","pred"
"P38484","Q08334","IFNGR2","IL10RB","pred"
"P38484","Q9UNN8","IFNGR2","PROCR","pred"
"P38484","P38484","IFNGR2","IFNGR2","exp"
"P38484","Q29980","IFNGR2","MICB","pred"
"P38484","Q8IYM9","IFNGR2","TRIM22","pred"
"P38484","Q16666","IFNGR2","IFI16","pred"
"P38484","P80217","IFNGR2","IFI35","pred"
"P38484","Q9Y6Y9","IFNGR2","LY96","pred"
"P38484","Q8NHL6","IFNGR2","LILRB1","pred"
"P38484","Q9UDY8","IFNGR2","MALT1","pred"
"P38484","P52333","IFNGR2","JAK3","pred"
"P38484","Q99650","IFNGR2","OSMR","pred"
"P38484","Q15717","IFNGR2","ELAVL1","exp"
"P38484","Q9NR34","IFNGR2","MAN1C1","pred"
"P38484","P48551","IFNGR2","IFNAR2","pred"
"P38484","P61916","IFNGR2","NPC2","pred"
"P38484","Q6UXL0","IFNGR2","IL20RB","pred"
"P38484","P51692","IFNGR2","STAT5B","pred"
"P38484","P42081","IFNGR2","CD86","pred"
"P38484","Q92692","IFNGR2","NECTIN2","pred"
"P38484","P40763","IFNGR2","STAT3","pred"
"P38484","Q15257","IFNGR2","PTPA","pred"
"P38484","Q8N6P7","IFNGR2","IL22RA1","pred"
"P38484","Q06124","IFNGR2","PTPN11","ortho;pred"
"P38484","Q03405","IFNGR2","PLAUR","pred"
"P38936","Q7Z699","CDKN1A","SPRED1","exp"
"P39060","Q9HC29","COL18A1","NOD2","pred"
"P39086","P55089","GRIK1","UCN","pred"
"P40189","Q495A1","IL6ST","TIGIT","pred"
"P40189","Q9NPH9","IL6ST","IL26","pred"
"P40189","Q9P212","IL6ST","PLCE1","pred"
"P40189","Q16619","IL6ST","CTF1","exp;pred"
"P40189","Q03135","IL6ST","CAV1","pred"
"P40189","Q05397","IL6ST","PTK2","pred"
"P40189","Q9NPF7","IL6ST","IL23A","pred"
"P40189","Q15111","IL6ST","PLCL1","pred"
"P40189","P42702","IL6ST","LIFR","exp;ortho;pred"
"P40189","Q93034","IL6ST","CUL5","pred"
"P40189","Q96L96","IL6ST","ALPK3","pred"
"P40189","Q9P1W8","IL6ST","SIRPG","pred"
"P40189","Q9NSE2","IL6ST","CISH","pred"
"P40189","Q04206","IL6ST","RELA","pred"
"P40189","P42229","IL6ST","STAT5A","pred"
"P40189","Q8TAU0","IL6ST","NKX2-3","pred"
"P40189","P50750","IL6ST","CDK9","exp;pred"
"P40189","Q92729","IL6ST","PTPRU","pred"
"P40189","Q9Y2W7","IL6ST","KCNIP3","exp"
"P40189","P40259","IL6ST","CD79B","pred"
"P40189","P55107","IL6ST","GDF10","pred"
"P40189","P60568","IL6ST","IL2","pred"
"P40189","P62993","IL6ST","GRB2","exp;pred"
"P40189","Q99650","IL6ST","OSMR","exp;pred"
"P40189","Q92667","IL6ST","AKAP1","pred"
"P40189","P40763","IL6ST","STAT3","exp;pred"
"P40189","Q8TD84","IL6ST","DSCAML1","pred"
"P40189","P67936","IL6ST","TPM4","pred"
"P40189","Q9UBD9","IL6ST","CLCF1","pred"
"P40189","P98172","IL6ST","EFNB1","pred"
"P40189","Q9BWV1","IL6ST","BOC","pred"
"P40189","P54760","IL6ST","EPHB4","pred"
"P40189","P51692","IL6ST","STAT5B","pred"
"P40189","Q14116","IL6ST","IL18","pred"
"P40189","Q14289","IL6ST","PTK2B","pred"
"P40189","Q15653","IL6ST","NFKBIB","pred"
"P40189","Q9UDY8","IL6ST","MALT1","pred"
"P40189","Q13480","IL6ST","GAB1","pred"
"P40189","Q8IWV2","IL6ST","CNTN4","pred"
"P40189","Q9GZP0","IL6ST","PDGFD","pred"
"P40189","Q08345","IL6ST","DDR1","pred"
"P40189","Q8TCU4","IL6ST","ALMS1","pred"
"P40189","Q12913","IL6ST","PTPRJ","pred"
"P40189","Q15746","IL6ST","MYLK","pred"
"P40189","Q6EBC2","IL6ST","IL31","pred"
"P40189","Q9NQ87","IL6ST","HEYL","pred"
"P40189","Q8NI17","IL6ST","IL31RA","exp;pred"
"P40189","Q9ULZ3","IL6ST","PYCARD","exp"
"P40189","Q4KMG0","IL6ST","CDON","pred"
"P40189","Q9BQ51","IL6ST","PDCD1LG2","pred"
"P40189","P40238","IL6ST","MPL","pred"
"P40189","P78504","IL6ST","JAG1","pred"
"P40189","Q8N3K9","IL6ST","CMYA5","exp"
"P40189","P98077","IL6ST","SHC2","pred"
"P40189","Q9UMX0","IL6ST","UBQLN1","exp"
"P40189","Q9GZX6","IL6ST","IL22","pred"
"P40189","P54296","IL6ST","MYOM2","pred"
"P40189","Q9UJU2","IL6ST","LEF1","pred"
"P40189","Q05655","IL6ST","PRKCD","exp"
"P40189","Q9HBE4","IL6ST","IL21","pred"
"P40189","Q9HBG7","IL6ST","LY9","pred"
"P40189","Q9NZU5","IL6ST","LMCD1","pred"
"P40189","Q92832","IL6ST","NELL1","pred"
"P40189","Q9NPG4","IL6ST","PCDH12","pred"
"P40189","P42081","IL6ST","CD86","pred"
"P40189","P48551","IL6ST","IFNAR2","pred"
"P40189","Q9BRJ9","IL6ST","MESP1","pred"
"P40189","Q8NEV9","IL6ST","IL27","ortho;pred"
"P40189","Q6UXL0","IL6ST","IL20RB","pred"
"P40189","Q14324","IL6ST","MYBPC2","pred"
"P40189","Q9NYY1","IL6ST","IL20","pred"
"P40189","Q9UQC2","IL6ST","GAB2","pred"
"P40189","Q7Z7G0","IL6ST","ABI3BP","pred"
"P40189","Q8WZ75","IL6ST","ROBO4","pred"
"P40189","P61769","IL6ST","B2M","pred"
"P40189","Q8NET5","IL6ST","NFAM1","pred"
"P40189","Q71H61","IL6ST","ILDR2","pred"
"P40189","Q92692","IL6ST","NECTIN2","pred"
"P40189","Q8IU54","IL6ST","IFNL1","pred"
"P40189","Q92956","IL6ST","TNFRSF14","pred"
"P40189","Q9UQP3","IL6ST","TNN","pred"
"P40189","P42679","IL6ST","MATK","pred"
"P40189","Q16270","IL6ST","IGFBP7","pred"
"P40189","Q96I82","IL6ST","KAZALD1","pred"
"P40189","P78552","IL6ST","IL13RA1","pred"
"P40189","Q5ZPR3","IL6ST","CD276","pred"
"P40189","Q9P218","IL6ST","COL20A1","pred"
"P40189","Q08881","IL6ST","ITK","pred"
"P40189","P43694","IL6ST","GATA4","pred"
"P40189","Q14258","IL6ST","TRIM25","exp"
"P40189","Q96EQ0","IL6ST","SGTB","exp"
"P40189","Q13651","IL6ST","IL10RA","pred"
"P40189","Q04771","IL6ST","ACVR1","pred"
"P40189","Q6IA17","IL6ST","SIGIRR","pred"
"P40189","Q13387","IL6ST","MAPK8IP2","pred"
"P40189","P78423","IL6ST","CX3CL1","pred"
"P40189","P61968","IL6ST","LMO4","ortho"
"P40189","Q9Y4H2","IL6ST","IRS2","pred"
"P40189","Q99062","IL6ST","CSF3R","pred"
"P40189","Q92529","IL6ST","SHC3","pred"
"P40189","Q15109","IL6ST","AGER","pred"
"P40189","Q13882","IL6ST","PTK6","pred"
"P40189","Q14213","IL6ST","EBI3","pred"
"P40189","Q9H2X0","IL6ST","CHRD","pred"
"P40189","Q9UBF9","IL6ST","MYOT","pred"
"P40189","P42684","IL6ST","ABL2","pred"
"P40189","P42701","IL6ST","IL12RB1","pred"
"P40189","P47712","IL6ST","PLA2G4A","pred"
"P40189","Q7KZ85","IL6ST","SUPT6H","pred"
"P40189","P43405","IL6ST","SYK","pred"
"P40189","Q13322","IL6ST","GRB10","pred"
"P40189","P43403","IL6ST","ZAP70","pred"
"P40189","Q06124","IL6ST","PTPN11","exp;ortho;pred"
"P40189","Q12778","IL6ST","FOXO1","pred"
"P40189","Q9NQ25","IL6ST","SLAMF7","pred"
"P40189","P40189","IL6ST","IL6ST","exp;ortho"
"P40189","Q6UWB1","IL6ST","IL27RA","pred"
"P40189","Q92569","IL6ST","PIK3R3","pred"
"P40189","P52333","IL6ST","JAK3","pred"
"P40189","Q06033","IL6ST","ITIH3","pred"
"P40189","P56199","IL6ST","ITGA1","pred"
"P40189","Q969J5","IL6ST","IL22RA2","pred"
"P40189","Q9UL17","IL6ST","TBX21","pred"
"P40189","Q9Y275","IL6ST","TNFSF13B","pred"
"P40189","Q99952","IL6ST","PTPN18","pred"
"P40189","Q15303","IL6ST","ERBB4","pred"
"P40189","Q9Y6N7","IL6ST","ROBO1","pred"
"P40189","P98161","IL6ST","PKD1","pred"
"P40189","Q96T37","IL6ST","RBM15","pred"
"P40189","Q99665","IL6ST","IL12RB2","ortho;pred"
"P40189","Q9P0W0","IL6ST","IFNK","pred"
"P40189","Q99715","IL6ST","COL12A1","pred"
"P40189","Q9ULV8","IL6ST","CBLC","pred"
"P40189","Q03405","IL6ST","PLAUR","exp"
"P40189","Q9NZQ7","IL6ST","CD274","pred"
"P40189","Q9UKJ0","IL6ST","PILRB","pred"
"P40189","Q8WU20","IL6ST","FRS2","pred"
"P40189","P43364","IL6ST","MAGEA11","exp"
"P40189","Q16821","IL6ST","PPP1R3A","pred"
"P40189","Q14943","IL6ST","KIR3DS1","pred"
"P40189","Q14624","IL6ST","ITIH4","pred"
"P40189","Q13873","IL6ST","BMPR2","pred"
"P40189","Q13950","IL6ST","RUNX2","pred"
"P40189","Q14118","IL6ST","DAG1","pred"
"P40189","P42224","IL6ST","STAT1","exp;pred"
"P40189","P62258","IL6ST","YWHAE","ortho"
"P40189","Q16827","IL6ST","PTPRO","pred"
"P40189","Q04724","IL6ST","TLE1","exp;pred"
"P40189","P42226","IL6ST","STAT6","pred"
"P40189","Q08722","IL6ST","CD47","pred"
"P40189","Q8IXA5","IL6ST","SPACA3","pred"
"P40189","Q6UXX5","IL6ST","ITIH6","pred"
"P40189","Q16653","IL6ST","MOG","pred"
"P40189","Q63HR2","IL6ST","TNS2","pred"
"P40189","Q9H3D4","IL6ST","TP63","pred"
"P40189","P43146","IL6ST","DCC","pred"
"P40189","P48357","IL6ST","LEPR","pred"
"P40189","Q7Z6A9","IL6ST","BTLA","pred"
"P40189","Q14626","IL6ST","IL11RA","exp;pred"
"P40189","P43630","IL6ST","KIR3DL2","pred"
"P40189","P55290","IL6ST","CDH13","pred"
"P40189","Q14896","IL6ST","MYBPC3","pred"
"P40189","Q05209","IL6ST","PTPN12","pred"
"P40189","Q12860","IL6ST","CNTN1","pred"
"P40189","Q04725","IL6ST","TLE2","pred"
"P40189","P40933","IL6ST","IL15","pred"
"P40189","Q86XI6","IL6ST","PPP1R3B","pred"
"P40189","Q96JP5","IL6ST","ZFP91","pred"
"P40189","Q8WZ42","IL6ST","TTN","pred"
"P40189","Q9UQ52","IL6ST","CNTN6","pred"
"P40189","Q13203","IL6ST","MYBPH","pred"
"P40189","Q99683","IL6ST","MAP3K5","pred"
"P40189","Q14451","IL6ST","GRB7","pred"
"P40189","Q9HBE5","IL6ST","IL21R","pred"
"P40189","Q15848","IL6ST","ADIPOQ","pred"
"P40189","Q92752","IL6ST","TNR","pred"
"P40189","Q9BY67","IL6ST","CADM1","pred"
"P40189","Q01151","IL6ST","CD83","pred"
"P40189","Q9Y279","IL6ST","VSIG4","pred"
"P40189","P48736","IL6ST","PIK3CG","exp"
"P40306","Q13342","PSMB10","SP140","pred"
"P40763","Q5VWK5","STAT3","IL23R","exp;pred"
"P40763","Q9HC29","STAT3","NOD2","pred"
