"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"O95267","Q9BR09","RASGRP1","NEURL2","pred"
"O95267","P20936","RASGRP1","RASA1","pred"
"O95267","Q8WXK3","RASGRP1","ASB13","pred"
"O95267","Q5VST9","RASGRP1","OBSCN","pred"
"O95267","Q14155","RASGRP1","ARHGEF7","pred"
"O95267","Q9NYB9","RASGRP1","ABI2","pred"
"O95267","P20337","RASGRP1","RAB3B","pred"
"O95267","P52735","RASGRP1","VAV2","pred"
"O95267","Q9Y272","RASGRP1","RASD1","pred"
"O95267","P01112","RASGRP1","HRAS","exp;pred"
"O95267","Q9NYS0","RASGRP1","NKIRAS1","pred"
"O95267","P78423","RASGRP1","CX3CL1","pred"
"O95267","P01116","RASGRP1","KRAS","pred"
"O95267","Q9NYS7","RASGRP1","WSB2","pred"
"O95267","Q96A44","RASGRP1","SPSB4","pred"
"O95267","Q6ZV73","RASGRP1","FGD6","pred"
"O95267","Q9NRW1","RASGRP1","RAB6B","pred"
"O95267","Q13387","RASGRP1","MAPK8IP2","pred"
"O95267","Q99819","RASGRP1","ARHGDIG","pred"
"O95267","P24723","RASGRP1","PRKCH","pred"
"O95267","Q86WV1","RASGRP1","SKAP1","pred"
"O95267","Q8WXH4","RASGRP1","ASB11","pred"
"O95267","P40337","RASGRP1","VHL","exp"
"O95267","Q9NUT2","RASGRP1","ABCB8","exp"
"O95267","Q02156","RASGRP1","PRKCE","pred"
"O95267","Q96S21","RASGRP1","RAB40C","pred"
"O95267","P20336","RASGRP1","RAB3A","pred"
"O95267","Q76G19","RASGRP1","PDZD4","pred"
"O95267","Q12829","RASGRP1","RAB40B","pred"
"O95267","Q9H765","RASGRP1","ASB8","pred"
"O95267","Q8N5V2","RASGRP1","NGEF","pred"
"O95267","Q8WXH6","RASGRP1","RAB40A","pred"
"O95267","Q8WXK1","RASGRP1","ASB15","pred"
"O95267","Q07889","RASGRP1","SOS1","pred"
"O95267","Q9NSE2","RASGRP1","CISH","pred"
"O95267","Q96Q27","RASGRP1","ASB2","pred"
"O95267","Q8WZ42","RASGRP1","TTN","pred"
"O95267","Q96S79","RASGRP1","RASL10B","pred"
"O95267","Q13325","RASGRP1","IFIT5","pred"
"O95267","P19174","RASGRP1","PLCG1","pred"
"O95267","P05771","RASGRP1","PRKCB","pred"
"O95267","Q96DX5","RASGRP1","ASB9","pred"
"O95267","Q9NZ72","RASGRP1","STMN3","pred"
"O95267","Q8N5H7","RASGRP1","SH2D3C","pred"
"O95278","P40189","EPM2A","IL6ST","pred"
"O95297","P40189","MPZL1","IL6ST","pred"
"O95297","Q8NI17","MPZL1","IL31RA","pred"
"O95352","Q676U5","ATG7","ATG16L1","pred"
"O95361","P17181","TRIM16","IFNAR1","pred"
"O95361","Q676U5","TRIM16","ATG16L1","exp"
"O95361","Q9HC29","TRIM16","NOD2","pred"
"O95393","P40189","BMP10","IL6ST","pred"
"O95399","P55089","UTS2","UCN","pred"
"O95407","P48023","TNFRSF6B","FASLG","exp;pred"
"O95450","Q9UKF2","ADAMTS2","ADAM30","exp"
"O95477","P48023","ABCA1","FASLG","pred"
"O95619","Q86VZ6","YEATS4","JAZF1","exp"
"O95628","Q17RY0","CNOT4","CPEB4","pred"
"O95661","Q7Z699","DIRAS3","SPRED1","pred"
"O95685","P40189","PPP1R3D","IL6ST","pred"
"O95716","Q676U5","RAB3D","ATG16L1","exp"
"O95727","P40189","CRTAM","IL6ST","pred"
"O95727","Q9HC29","CRTAM","NOD2","pred"
"O95786","Q676U5","DDX58","ATG16L1","pred"
"O95786","Q9HC29","DDX58","NOD2","exp"
"O95793","P36969","STAU1","GPX4","pred"
"O95800","Q9UNG2","GPR75","TNFSF18","pred"
"O95813","P48023","CER1","FASLG","pred"
"O95816","P35228","BAG2","NOS2","exp"
"O95831","P35228","AIFM1","NOS2","exp"
"O95944","P48023","NCR2","FASLG","pred"
"O95967","Q02930","EFEMP2","CREB5","exp"
"O95994","P35228","AGR2","NOS2","exp"
"O95998","P40189","IL18BP","IL6ST","pred"
"O95999","Q676U5","BCL10","ATG16L1","pred"
"O95999","Q9HC29","BCL10","NOD2","pred"
"O95999","Q9Y2R2","BCL10","PTPN22","pred"
"O96000","Q9Y2R2","NDUFB10","PTPN22","exp"
"P00338","Q8IV20","LDHA","LACC1","exp"
"P00352","P35228","ALDH1A1","NOS2","exp"
"P00367","Q9Y2R2","GLUD1","PTPN22","exp"
"P00441","P36969","SOD1","GPX4","exp"
"P00519","P17181","ABL1","IFNAR1","pred"
"P00519","P40189","ABL1","IL6ST","pred"
"P00519","P48023","ABL1","FASLG","pred"
"P00519","Q9HC29","ABL1","NOD2","pred"
"P00519","Q9Y2R2","ABL1","PTPN22","pred"
"P00533","P17181","EGFR","IFNAR1","pred"
"P00533","P38484","EGFR","IFNGR2","pred"
"P00533","P40189","EGFR","IL6ST","pred"
"P00533","P48023","EGFR","FASLG","pred"
"P00533","Q7Z699","EGFR","SPRED1","pred"
"P00533","Q9Y2R2","EGFR","PTPN22","exp;pred"
"P00734","P17181","F2","IFNAR1","pred"
"P00736","Q9HC29","C1R","NOD2","pred"
"P00736","Q9Y2R2","C1R","PTPN22","pred"
"P00747","P48023","PLG","FASLG","pred"
"P00749","Q7Z699","PLAU","SPRED1","pred"
"P00749","Q9HC29","PLAU","NOD2","pred"
"P00750","P38484","PLAT","IFNGR2","pred"
"P00750","P40189","PLAT","IL6ST","pred"
"P00750","Q7Z699","PLAT","SPRED1","pred"
"P00751","P40189","CFB","IL6ST","pred"
"P00751","Q9HC29","CFB","NOD2","pred"
"P00966","P35228","ASS1","NOS2","pred"
"P00973","Q9HC29","OAS1","NOD2","pred"
"P01023","P40189","A2M","IL6ST","pred"
"P01023","Q9HC29","A2M","NOD2","pred"
"P01024","P17181","C3","IFNAR1","pred"
"P01024","P40189","C3","IL6ST","pred"
"P01024","Q9HC29","C3","NOD2","pred"
"P01100","P35228","FOS","NOS2","pred"
"P01100","P40189","FOS","IL6ST","exp"
"P01100","Q02930","FOS","CREB5","exp;pred"
"P01112","P35228","HRAS","NOS2","pred"
"P01127","P40189","PDGFB","IL6ST","pred"
"P01133","P48023","EGF","FASLG","pred"
"P01137","P38484","TGFB1","IFNGR2","pred"
"P01137","P40189","TGFB1","IL6ST","pred"
"P01137","P48023","TGFB1","FASLG","pred"
"P01137","Q8NI17","TGFB1","IL31RA","pred"
"P01137","Q9HC29","TGFB1","NOD2","pred"
"P01185","P48023","AVP","FASLG","pred"
"P01236","P17181","PRL","IFNAR1","pred"
"P01236","P40189","PRL","IL6ST","pred"
"P01236","Q8NI17","PRL","IL31RA","pred"
"P01241","P17181","GH1","IFNAR1","pred"
"P01241","P40189","GH1","IL6ST","pred"
"P01241","Q8NI17","GH1","IL31RA","pred"
"P01242","Q8NI17","GH2","IL31RA","pred"
"P01243","P48023","-","FASLG","pred"
"P01266","P48023","TG","FASLG","pred"
"P01282","P40189","VIP","IL6ST","pred"
"P01308","Q9HC29","INS","NOD2","pred"
"P01350","P48023","GAST","FASLG","pred"
"P01374","P48023","LTA","FASLG","pred"
"P01374","Q9UNG2","LTA","TNFSF18","pred"
"P01375","P48023","TNF","FASLG","pred"
"P01375","Q9UNG2","TNF","TNFSF18","pred"
"P01562","P17181","IFNA1;IFNA13","IFNAR1","exp;pred"
"P01563","P17181","IFNA2","IFNAR1","exp;pred"
"P01566","P17181","IFNA10","IFNAR1","pred"
"P01567","P17181","IFNA7","IFNAR1","pred"
"P01568","P17181","IFNA21","IFNAR1","pred"
"P01569","P17181","IFNA5","IFNAR1","pred"
"P01570","P17181","IFNA14","IFNAR1","pred"
"P01571","P17181","IFNA17","IFNAR1","pred"
"P01571","P48023","IFNA17","FASLG","pred"
"P01574","P17181","IFNB1","IFNAR1","exp;pred"
"P01574","P35228","IFNB1","NOS2","pred"
"P01574","P40189","IFNB1","IL6ST","pred"
"P01574","Q9HC29","IFNB1","NOD2","pred"
"P01579","P38484","IFNG","IFNGR2","exp;pred"
"P01579","Q8NI17","IFNG","IL31RA","pred"
"P01584","P17181","IL1B","IFNAR1","pred"
"P01584","P40189","IL1B","IL6ST","pred"
"P01588","P40189","EPO","IL6ST","pred"
"P01588","Q8NI17","EPO","IL31RA","pred"
"P01593","P40189","IGKV1D-33","IL6ST","pred"
"P01594","P40189","IGKV1-33","IL6ST","pred"
"P01730","P17181","CD4","IFNAR1","pred"
"P01730","P40189","CD4","IL6ST","pred"
"P01730","P48023","CD4","FASLG","pred"
"P01730","Q8NI17","CD4","IL31RA","pred"
"P01730","Q9HC29","CD4","NOD2","pred"
"P01730","Q9Y2R2","CD4","PTPN22","pred"
"P01732","P17181","CD8A","IFNAR1","pred"
"P01732","P40189","CD8A","IL6ST","pred"
"P01732","P48023","CD8A","FASLG","pred"
"P01732","Q9HC29","CD8A","NOD2","pred"
"P01903","P40189","HLA-DRA","IL6ST","pred"
"P02452","P48023","COL1A1","FASLG","pred"
"P02545","Q8IV20","LMNA","LACC1","exp"
"P02549","P48023","SPTA1","FASLG","exp"
"P02549","Q9Y2R2","SPTA1","PTPN22","exp"
"P02585","P35228","TNNC2","NOS2","pred"
"P02647","Q9HC29","APOA1","NOD2","pred"
"P02649","P40189","APOE","IL6ST","pred"
"P02649","Q9HC29","APOE","NOD2","pred"
"P02652","Q9HC29","APOA2","NOD2","pred"
"P02654","Q9HC29","APOC1","NOD2","pred"
"P02745","P48023","C1QA","FASLG","pred"
"P02745","Q9HC29","C1QA","NOD2","pred"
"P02745","Q9UNG2","C1QA","TNFSF18","pred"
"P02746","P48023","C1QB","FASLG","pred"
"P02746","Q92619","C1QB","ARHGAP45","pred"
"P02747","P40189","C1QC","IL6ST","pred"
"P02747","P48023","C1QC","FASLG","pred"
"P02747","Q8NI17","C1QC","IL31RA","pred"
"P02747","Q9HC29","C1QC","NOD2","pred"
"P02747","Q9UNG2","C1QC","TNFSF18","pred"
"P02751","P17181","FN1","IFNAR1","pred"
"P02751","P38484","FN1","IFNGR2","pred"
"P02751","P40189","FN1","IL6ST","pred"
"P02751","P48023","FN1","FASLG","exp;pred"
"P02751","Q9HC29","FN1","NOD2","pred"
"P02753","P48023","RBP4","FASLG","pred"
"P02760","P48023","AMBP","FASLG","pred"
"P02768","Q9HC29","ALB","NOD2","pred"
"P02776","P48023","PF4","FASLG","pred"
"P02776","Q9HC29","PF4","NOD2","pred"
"P02778","Q9HC29","CXCL10","NOD2","pred"
"P02786","Q9HC29","TFRC","NOD2","pred"
"P02787","P48023","TF","FASLG","pred"
"P02790","P40189","HPX","IL6ST","pred"
"P03372","P40189","ESR1","IL6ST","pred"
"P03372","P48023","ESR1","FASLG","pred"
"P03952","P40189","KLKB1","IL6ST","pred"
"P03952","Q13342","KLKB1","SP140","pred"
"P04003","Q9HC29","C4BPA","NOD2","pred"
"P04040","Q8IV20","CAT","LACC1","exp"
"P04053","Q9HC29","DNTT","NOD2","pred"
"P04075","P36969","ALDOA","GPX4","exp;pred"
"P04083","P35228","ANXA1","NOS2","pred"
"P04085","P40189","PDGFA","IL6ST","pred"
"P04141","P17181","CSF2","IFNAR1","pred"
"P04141","P40189","CSF2","IL6ST","pred"
"P04141","Q8NI17","CSF2","IL31RA","pred"
"P04150","P35228","NR3C1","NOS2","pred"
"P04150","P38484","NR3C1","IFNGR2","exp;pred"
"P04150","P48023","NR3C1","FASLG","exp"
"P04179","P35228","SOD2","NOS2","pred"
"P04179","P36969","SOD2","GPX4","exp"
"P04216","P40189","THY1","IL6ST","pred"
"P04233","P40189","CD74","IL6ST","pred"
"P04233","Q7Z699","CD74","SPRED1","pred"
"P04233","Q8NI17","CD74","IL31RA","pred"
"P04233","Q92619","CD74","ARHGAP45","pred"
"P04233","Q9HC29","CD74","NOD2","pred"
"P04234","Q9Y2R2","CD3D","PTPN22","pred"
"P04271","Q9HC29","S100B","NOD2","pred"
"P04271","Q9Y2R2","S100B","PTPN22","pred"
"P04275","Q9HC29","VWF","NOD2","pred"
"P04350","Q9HC29","TUBB4A","NOD2","pred"
"P04406","P35228","GAPDH","NOS2","exp"
"P04431","P40189","-","IL6ST","pred"
"P04626","P17181","ERBB2","IFNAR1","pred"
"P04626","P40189","ERBB2","IL6ST","exp;pred"
"P04626","P48023","ERBB2","FASLG","pred"
"P04626","Q8NI17","ERBB2","IL31RA","pred"
"P04626","Q9Y2R2","ERBB2","PTPN22","exp;pred"
"P04629","P48023","NTRK1","FASLG","pred"
"P04629","Q9Y2R2","NTRK1","PTPN22","exp;pred"
"P04637","P17181","TP53","IFNAR1","pred"
"P04637","P40189","TP53","IL6ST","pred"
"P04637","P48023","TP53","FASLG","pred"
"P04792","P35228","HSPB1","NOS2","exp"
"P04792","Q9Y2R2","HSPB1","PTPN22","exp"
"P04839","P35228","CYBB","NOS2","pred"
"P04844","P36969","RPN2","GPX4","pred"
"P04899","Q676U5","GNAI2","ATG16L1","pred"
"P05000","P17181","IFNW1","IFNAR1","exp"
"P05013","P17181","IFNA6","IFNAR1","pred"
"P05014","P17181","IFNA4","IFNAR1","pred"
"P05014","P48023","IFNA4","FASLG","pred"
"P05015","P17181","IFNA16","IFNAR1","pred"
"P05015","P48023","IFNA16","FASLG","pred"
"P05019","Q9HC29","IGF1","NOD2","pred"
"P05067","P35228","APP","NOS2","pred"
"P05067","Q676U5","APP","ATG16L1","exp"
"P05089","P35228","ARG1","NOS2","pred"
"P05106","P40189","ITGB3","IL6ST","pred"
"P05106","P48023","ITGB3","FASLG","pred"
"P05107","Q92619","ITGB2","ARHGAP45","pred"
"P05107","Q9HC29","ITGB2","NOD2","pred"
"P05107","Q9Y2R2","ITGB2","PTPN22","pred"
"P05109","P35228","S100A8","NOS2","exp"
"P05109","Q9HC29","S100A8","NOD2","pred"
"P05111","P17181","INHA","IFNAR1","pred"
"P05111","Q8NI17","INHA","IL31RA","pred"
"P05112","P17181","IL4","IFNAR1","pred"
"P05112","P40189","IL4","IL6ST","pred"
"P05112","Q8NI17","IL4","IL31RA","pred"
"P05112","Q9HC29","IL4","NOD2","pred"
"P05113","P40189","IL5","IL6ST","pred"
"P05113","Q8NI17","IL5","IL31RA","pred"
"P05113","Q9HC29","IL5","NOD2","pred"
"P05121","P35228","SERPINE1","NOS2","exp"
"P05141","P35228","SLC25A5","NOS2","exp"
"P05156","Q9HC29","CFI","NOD2","pred"
"P05231","P17181","IL6","IFNAR1","pred"
"P05231","P40189","IL6","IL6ST","exp;ortho;pred"
"P05231","Q8NI17","IL6","IL31RA","pred"
"P05231","Q9HC29","IL6","NOD2","pred"
"P05362","P35228","ICAM1","NOS2","exp"
"P05362","P40189","ICAM1","IL6ST","pred"
"P05362","Q9HC29","ICAM1","NOD2","pred"
"P05412","P17181","JUN","IFNAR1","pred"
"P05412","P35228","JUN","NOS2","pred"
"P05412","P36969","JUN","GPX4","exp"
"P05412","P38484","JUN","IFNGR2","pred"
"P05412","P48023","JUN","FASLG","pred"
"P05412","Q02930","JUN","CREB5","exp;pred"
"P05771","P48023","PRKCB","FASLG","pred"
"P05783","P35228","KRT18","NOS2","exp"
"P05787","P35228","KRT8","NOS2","exp"
"P05976","P35228","MYL1","NOS2","pred"
"P06127","P48023","CD5","FASLG","pred"
"P06127","Q9Y2R2","CD5","PTPN22","pred"
"P06213","P17181","INSR","IFNAR1","pred"
"P06213","P38484","INSR","IFNGR2","pred"
"P06213","P40189","INSR","IL6ST","pred"
"P06213","P48023","INSR","FASLG","pred"
"P06213","Q9Y2R2","INSR","PTPN22","pred"
"P06239","P17181","LCK","IFNAR1","exp"
"P06239","P48023","LCK","FASLG","exp;pred"
"P06239","Q9Y2R2","LCK","PTPN22","exp;pred"
"P06241","P48023","FYN","FASLG","exp;pred"
"P06241","Q9Y2R2","FYN","PTPN22","pred"
"P06681","P40189","C2","IL6ST","pred"
"P06681","Q13342","C2","SP140","pred"
"P06681","Q9HC29","C2","NOD2","pred"
"P06702","P35228","S100A9","NOS2","exp"
"P06702","Q9HC29","S100A9","NOD2","pred"
"P06703","Q9HC29","S100A6","NOD2","pred"
"P06729","P40189","CD2","IL6ST","pred"
"P06729","P48023","CD2","FASLG","pred"
"P06729","Q9HC29","CD2","NOD2","pred"
"P06729","Q9Y2R2","CD2","PTPN22","pred"
"P06733","P36969","ENO1","GPX4","exp"
"P06733","Q86VZ6","ENO1","JAZF1","pred"
"P06733","Q9HC29","ENO1","NOD2","pred"
"P06734","P35228","FCER2","NOS2","pred"
"P06734","P48023","FCER2","FASLG","pred"
"P06748","P35228","NPM1","NOS2","exp"
"P06850","P55089","CRH","UCN","pred"
"P07108","P36969","DBI","GPX4","pred"
"P07148","P48023","FABP1","FASLG","pred"
"P07195","Q9Y2R2","LDHB","PTPN22","pred"
"P07203","P36969","GPX1","GPX4","pred"
"P07204","P48023","THBD","FASLG","pred"
"P07225","P38484","PROS1","IFNGR2","pred"
"P07237","P36969","P4HB","GPX4","pred"
"P07332","Q9HC29","FES","NOD2","pred"
"P07333","P48023","CSF1R","FASLG","pred"
"P07333","Q92619","CSF1R","ARHGAP45","pred"
"P07333","Q9Y2R2","CSF1R","PTPN22","pred"
"P07357","Q9HC29","C8A","NOD2","pred"
"P07360","P40189","C8G","IL6ST","pred"
"P07437","Q9HC29","TUBB","NOD2","pred"
"P07476","Q8IV20","IVL","LACC1","exp"
"P07766","P17181","CD3E","IFNAR1","pred"
"P07766","P40189","CD3E","IL6ST","pred"
"P07766","P48023","CD3E","FASLG","pred"
"P07766","Q9HC29","CD3E","NOD2","pred"
"P07766","Q9Y2R2","CD3E","PTPN22","exp;pred"
"P07900","P35228","HSP90AA1","NOS2","exp;pred"
"P07900","Q9HC29","HSP90AA1","NOD2","pred"
"P07947","P48023","YES1","FASLG","exp;pred"
"P07948","P48023","LYN","FASLG","exp;pred"
"P07948","Q92619","LYN","ARHGAP45","pred"
"P07948","Q9HC29","LYN","NOD2","pred"
"P07949","Q9Y2R2","RET","PTPN22","pred"
"P07954","Q9Y2R2","FH","PTPN22","pred"
"P07988","P48023","SFTPB","FASLG","pred"
"P07996","P48023","THBS1","FASLG","pred"
"P07996","Q8NI17","THBS1","IL31RA","pred"
"P07996","Q9HC29","THBS1","NOD2","pred"
"P08047","P35228","SP1","NOS2","pred"
"P08069","P35228","IGF1R","NOS2","pred"
"P08069","P38484","IGF1R","IFNGR2","pred"
"P08069","P40189","IGF1R","IL6ST","pred"
"P08069","P48023","IGF1R","FASLG","pred"
"P08134","Q92619","RHOC","ARHGAP45","pred"
"P08138","Q9HC29","NGFR","NOD2","pred"
"P08195","P35228","SLC3A2","NOS2","exp"
"P08238","P35228","HSP90AB1","NOS2","exp;pred"
"P08238","Q9HC29","HSP90AB1","NOD2","ortho"
"P08246","Q86VZ6","ELANE","JAZF1","pred"
"P08246","Q9HC29","ELANE","NOD2","pred"
"P08247","P40189","SYP","IL6ST","ortho;pred"
"P08263","P48023","GSTA1","FASLG","pred"
"P08311","Q9HC29","CTSG","NOD2","pred"
"P08476","P17181","INHBA","IFNAR1","pred"
"P08476","Q8NI17","INHBA","IL31RA","pred"
"P08567","Q7Z699","PLEK","SPRED1","pred"
"P08567","Q9HC29","PLEK","NOD2","pred"
"P08571","Q9HC29","CD14","NOD2","pred"
"P08575","P17181","PTPRC","IFNAR1","exp"
"P08575","P48023","PTPRC","FASLG","pred"
"P08575","Q92619","PTPRC","ARHGAP45","pred"
"P08575","Q9HC29","PTPRC","NOD2","pred"
"P08575","Q9Y2R2","PTPRC","PTPN22","pred"
"P08581","P40189","MET","IL6ST","pred"
"P08581","P48023","MET","FASLG","pred"
"P08581","Q9Y2R2","MET","PTPN22","pred"
"P08631","P40189","HCK","IL6ST","exp"
"P08631","P48023","HCK","FASLG","exp"
"P08631","Q9HC29","HCK","NOD2","pred"
"P08631","Q9Y2R2","HCK","PTPN22","pred"
"P08637","Q9Y2R2","FCGR3A","PTPN22","pred"
"P08670","Q9HC29","VIM","NOD2","exp;pred"
"P08700","P40189","IL3","IL6ST","pred"
"P08708","P35228","RPS17","NOS2","exp"
"P08709","P48023","F7","FASLG","pred"
"P08709","Q9HC29","F7","NOD2","pred"
"P08758","P38484","ANXA5","IFNGR2","exp;pred"
"P08887","P17181","IL6R","IFNAR1","pred"
"P08887","P38484","IL6R","IFNGR2","pred"
"P08887","P40189","IL6R","IL6ST","exp;ortho;pred"
"P08887","Q8NI17","IL6R","IL31RA","pred"
"P08887","Q9HC29","IL6R","NOD2","pred"
"P09086","Q9HC29","POU2F2","NOD2","pred"
"P09104","P36969","ENO2","GPX4","exp"
"P09237","P48023","MMP7","FASLG","exp;pred"
"P09326","P40189","CD48","IL6ST","pred"
"P09326","Q92619","CD48","ARHGAP45","pred"
"P09326","Q9Y2R2","CD48","PTPN22","pred"
"P09564","P17181","CD7","IFNAR1","pred"
"P09601","P35228","HMOX1","NOS2","pred"
"P09601","Q9HC29","HMOX1","NOD2","pred"
"P09619","P17181","PDGFRB","IFNAR1","pred"
"P09619","P35228","PDGFRB","NOS2","pred"
"P09619","P38484","PDGFRB","IFNGR2","pred"
"P09619","P40189","PDGFRB","IL6ST","pred"
"P09619","P48023","PDGFRB","FASLG","pred"
"P09619","Q8IV20","PDGFRB","LACC1","exp"
"P09619","Q9Y2R2","PDGFRB","PTPN22","exp;pred"
"P09651","P35228","HNRNPA1","NOS2","exp"
"P09651","Q9HC29","HNRNPA1","NOD2","exp"
"P09693","Q9Y2R2","CD3G","PTPN22","pred"
"P09769","P17181","FGR","IFNAR1","pred"
"P09769","P38484","FGR","IFNGR2","pred"
"P09769","P40189","FGR","IL6ST","pred"
"P09769","P48023","FGR","FASLG","exp;pred"
"P09769","Q9HC29","FGR","NOD2","pred"
"P09871","Q9HC29","C1S","NOD2","pred"
"P09912","P17181","IFI6","IFNAR1","pred"
"P09913","P17181","IFIT2","IFNAR1","pred"
"P09919","P40189","CSF3","IL6ST","pred"
"P09919","Q8NI17","CSF3","IL31RA","pred"
"P09972","P36969","ALDOC","GPX4","exp"
"P0C2W1","P35228","FBXO45","NOS2","exp"
"P0C862","P48023","C1QTNF9","FASLG","pred"
"P0CG48","P36969","UBC","GPX4","pred"
"P0CG48","Q676U5","UBC","ATG16L1","exp"
"P0CG48","Q9HC29","UBC","NOD2","exp"
"P0DMV8","Q9HC29","HSPA1A","NOD2","exp"
"P0DP23","P35228","CALM1","NOS2","exp"
"P0DPA2","Q8IV20","VSIG8","LACC1","exp"
"P0DPA2","Q8NI17","VSIG8","IL31RA","exp"
"P10124","Q9HC29","SRGN","NOD2","pred"
"P10144","P48023","GZMB","FASLG","pred"
"P10145","P35228","CXCL8","NOS2","pred"
"P10145","Q9HC29","CXCL8","NOD2","pred"
"P10275","P40189","AR","IL6ST","exp;pred"
"P10275","P48023","AR","FASLG","pred"
"P10415","P48023","BCL2","FASLG","pred"
"P10415","Q9HC29","BCL2","NOD2","pred"
"P10451","Q9HC29","SPP1","NOD2","pred"
"P10586","P40189","PTPRF","IL6ST","pred"
"P10586","P48023","PTPRF","FASLG","pred"
"P10586","Q8NI17","PTPRF","IL31RA","pred"
"P10586","Q9Y2R2","PTPRF","PTPN22","pred"
"P10620","Q9HC29","MGST1","NOD2","pred"
"P10643","P48023","C7","FASLG","pred"
"P10643","Q9HC29","C7","NOD2","pred"
"P10721","P40189","KIT","IL6ST","pred"
"P10721","P48023","KIT","FASLG","pred"
"P10721","Q7Z699","KIT","SPRED1","exp;ortho;pred"
"P10721","Q8NI17","KIT","IL31RA","pred"
"P10721","Q9Y2R2","KIT","PTPN22","pred"
"P10747","P17181","CD28","IFNAR1","pred"
"P10747","P40189","CD28","IL6ST","pred"
"P10747","P48023","CD28","FASLG","pred"
"P10747","Q9HC29","CD28","NOD2","pred"
"P10768","Q9Y2R2","ESD","PTPN22","pred"
"P10809","P35228","HSPD1","NOS2","exp"
"P10809","Q86VZ6","HSPD1","JAZF1","ortho"
"P10826","P48023","RARB","FASLG","pred"
"P10912","P17181","GHR","IFNAR1","pred"
"P10912","P38484","GHR","IFNGR2","pred"
"P10912","P40189","GHR","IL6ST","pred"
"P10912","P48023","GHR","FASLG","pred"
"P10912","Q8NI17","GHR","IL31RA","pred"
"P10912","Q9Y2R2","GHR","PTPN22","exp;pred"
"P10914","P17181","IRF1","IFNAR1","pred"
"P10914","P35228","IRF1","NOS2","pred"
"P10914","Q9HC29","IRF1","NOD2","pred"
"P10966","P17181","CD8B","IFNAR1","pred"
"P10966","P38484","CD8B","IFNGR2","pred"
"P10966","P40189","CD8B","IL6ST","pred"
"P10966","Q9HC29","CD8B","NOD2","pred"
"P11021","P35228","HSPA5","NOS2","exp"
"P11021","Q676U5","HSPA5","ATG16L1","pred"
"P11021","Q9Y2R2","HSPA5","PTPN22","pred"
"P11049","Q92619","CD37","ARHGAP45","pred"
"P11049","Q9HC29","CD37","NOD2","pred"
"P11137","P48023","MAP2","FASLG","pred"
"P11142","Q9HC29","HSPA8","NOD2","pred"
"P11161","P48023","EGR2","FASLG","pred"
"P11171","Q9HC29","EPB41","NOD2","pred"
"P11215","P40189","ITGAM","IL6ST","pred"
"P11215","Q9HC29","ITGAM","NOD2","pred"
"P11274","P40189","BCR","IL6ST","pred"
"P11274","Q9Y2R2","BCR","PTPN22","pred"
"P11309","Q9HC29","PIM1","NOD2","pred"
"P11362","Q7Z699","FGFR1","SPRED1","pred"
"P11509","P48023","CYP2A6","FASLG","pred"
"P11532","P48023","DMD","FASLG","exp"
"P11532","Q9HC29","DMD","NOD2","pred"
"P11684","P17181","SCGB1A1","IFNAR1","pred"
"P11684","Q8NI17","SCGB1A1","IL31RA","pred"
"P11684","Q9HC29","SCGB1A1","NOD2","pred"
"P11912","Q9Y2R2","CD79A","PTPN22","pred"
"P11940","Q17RY0","PABPC1","CPEB4","pred"
"P12034","P48023","FGF5","FASLG","pred"
"P12277","Q8IV20","CKB","LACC1","exp"
"P12318","P48023","FCGR2A","FASLG","pred"
"P12319","P40189","FCER1A","IL6ST","pred"
"P12319","Q9HC29","FCER1A","NOD2","pred"
"P12524","Q86VZ6","MYCL","JAZF1","exp"
"P12644","Q9HC29","BMP4","NOD2","pred"
"P12724","Q9HC29","RNASE3","NOD2","pred"
"P12757","P48023","SKIL","FASLG","pred"
"P12757","Q86VZ6","SKIL","JAZF1","pred"
"P12814","P48023","ACTN1","FASLG","pred"
"P12829","P35228","MYL4","NOS2","pred"
"P12830","P40189","CDH1","IL6ST","exp"
"P12830","P48023","CDH1","FASLG","pred"
"P12830","Q7Z699","CDH1","SPRED1","exp"
"P12931","P17181","SRC","IFNAR1","pred"
"P12931","P35228","SRC","NOS2","exp"
"P12931","P40189","SRC","IL6ST","pred"
"P12931","P48023","SRC","FASLG","exp;pred"
"P12931","Q9Y2R2","SRC","PTPN22","pred"
"P13010","P35228","XRCC5","NOS2","exp"
"P13164","P17181","IFITM1","IFNAR1","pred"
"P13232","P40189","IL7","IL6ST","pred"
"P13232","Q9HC29","IL7","NOD2","pred"
"P13236","P38484","CCL4","IFNGR2","pred"
"P13500","P40189","CCL2","IL6ST","pred"
"P13500","P48023","CCL2","FASLG","pred"
"P13500","Q5VWK5","CCL2","IL23R","pred"
"P13500","Q9HC29","CCL2","NOD2","pred"
"P13501","P38484","CCL5","IFNGR2","pred"
"P13501","P40189","CCL5","IL6ST","pred"
"P13501","P48023","CCL5","FASLG","pred"
"P13501","Q9HC29","CCL5","NOD2","pred"
"P13591","P40189","NCAM1","IL6ST","pred"
"P13591","P48023","NCAM1","FASLG","pred"
"P13611","P40189","VCAN","IL6ST","pred"
"P13646","Q676U5","KRT13","ATG16L1","pred"
"P13671","P48023","C6","FASLG","pred"
"P13688","P40189","CEACAM1","IL6ST","pred"
"P13693","P36969","TPT1","GPX4","pred"
